TASKID,task_id,task_type,pro_type,pro_size,pro_weight,status,pickup_lat,pickup_long,pickup_datetime,del_lat,del_long,del_tentativetime,worker_accepttime,worker_pickup_loc_datetime,worker_del_loc_datetime,trip_time_inhrs,req-rating,wor-rating,worker_id,profile_id,pickup,dropof,price
TID_900,900,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.72,77.817,19/08/2022 17:04,12.722,77.87,19/08/2022 17:10,19/08/2022,19/08/2020 17:04,19/08/2020 17:10,00:05:46,4.9,1,29,20,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",200
TID_901,901,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.839,79.954,17/08/2022 11:28,12.839,79.954,17/08/2022 11:29,17/08/2022,17/08/2020 11:28,17/08/2020 11:29,00:01:07,3.6,4,30,20,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",200
TID_902,902,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,13.155,80.197,19/08/2022 16:35,13.155,80.197,19/08/2022 16:45,19/08/2022,19/08/2020 16:35,19/08/2020 16:45,00:09:47,4.9,2,31,20,"TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",200
TID_903,903,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.839,79.954,18/08/2022 17:36,12.839,79.954,18/08/2022 17:37,18/08/2022,18/08/2020 17:36,18/08/2020 17:37,00:00:31,4.9,6,32,20,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",250
TID_904,904,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,13.102,80.194,19/08/2022 15:51,11.872,79.632,19/08/2022 15:53,19/08/2022,19/08/2020 15:51,19/08/2020 15:53,00:02:14,4,4,33,20,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",250
TID_905,905,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,11.872,79.632,19/08/2022 13:56,13.102,80.194,19/08/2022 15:55,19/08/2022,19/08/2020 13:56,19/08/2020 15:55,01:59:02,4.4,4,34,20,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",TVS Industries Chennai India,250
TID_906,906,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,28.129,76.818,19/08/2022 12:13,23.476,71.974,19/08/2022 15:55,19/08/2022,19/08/2020 12:13,19/08/2020 15:55,03:42:10,4.9,4,35,20,"TVSLSL-JAMALPURL-HUB,GURGAON,HARYANA","TVSLSL HUB,AHMEDABAD,GUJARAT",250
TID_907,907,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,28.373519,76.835337,18/08/2022 14:07,22.961777,72.094219,19/08/2022 15:57,18/08/2022,18/08/2020 14:07,19/08/2020 15:57,01:50:00,4.9,4,36,20,"Jamalpur, Gurgaon, Haryana","Khorajnanoda, Ahmedabad, Gujarat",249
TID_908,908,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,12.72,77.817,19/08/2022 15:43,12.722,77.87,19/08/2022 15:44,19/08/2022,19/08/2020 15:43,19/08/2020 15:44,00:01:36,3.6,4,37,20,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",200
TID_909,909,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.72,77.817,19/08/2022 15:15,12.722,77.87,19/08/2022 15:16,19/08/2022,19/08/2020 15:15,19/08/2020 15:16,00:00:42,4,3,38,20,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",200
TID_910,910,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.72,77.817,19/08/2022 15:16,12.722,77.87,19/08/2022 15:22,19/08/2022,19/08/2020 15:16,19/08/2020 15:22,00:05:32,4.9,3,39,21,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",299
TID_911,911,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.72,77.817,19/08/2022 15:25,12.722,77.87,19/08/2022 15:26,19/08/2022,19/08/2020 15:25,19/08/2020 15:26,00:00:28,4.9,2,40,21,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",250
TID_912,912,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.839,79.954,19/08/2022 11:43,12.839,79.954,19/08/2022 15:00,19/08/2022,19/08/2020 11:43,19/08/2020 15:00,03:16:39,4.9,4,41,21,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",600
TID_913,913,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,22.58,72.22,19/08/2022 14:57,22.58,72.22,19/08/2022 14:57,19/08/2022,19/08/2020 14:57,19/08/2020 14:57,00:00:47,4.9,3,42,21,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT","MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT",250
TID_914,914,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,22.58,72.22,19/08/2022 14:58,22.58,72.22,19/08/2022 14:58,19/08/2022,19/08/2020 14:58,19/08/2020 14:58,00:00:37,4.9,4,43,21,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT","MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT",300
TID_915,915,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,22.58,72.22,19/08/2022 14:58,22.58,72.22,19/08/2022 15:00,19/08/2022,19/08/2020 14:58,19/08/2020 15:00,00:01:07,4.9,4,44,21,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT","MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT",350
TID_916,916,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.839,79.954,19/08/2022 08:07,12.839,79.954,19/08/2022 08:08,19/08/2022,19/08/2020 08:07,19/08/2020 08:08,00:00:54,4.9,3,45,21,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_917,917,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.839,79.954,18/08/2022 22:45,12.839,79.954,18/08/2022 22:46,18/08/2022,18/08/2020 22:45,18/08/2020 22:46,00:01:10,4.9,5,46,21,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_918,918,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,22.58,72.22,19/08/2022 14:37,22.58,72.22,19/08/2022 14:43,19/08/2022,19/08/2020 14:37,19/08/2020 14:43,00:06:25,4.9,4,47,22,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT","MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT",300
TID_919,919,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,22.58,72.22,19/08/2022 14:43,22.58,72.22,19/08/2022 14:44,19/08/2022,19/08/2020 14:43,19/08/2020 14:44,00:00:43,4.9,3,48,22,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT","MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT",150
TID_920,920,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.72,77.817,19/08/2022 13:27,12.722,77.87,19/08/2022 13:28,19/08/2022,19/08/2020 13:27,19/08/2020 13:28,00:01:24,4.9,3,49,22,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",250
TID_921,921,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.72,77.817,19/08/2022 13:27,12.722,77.87,19/08/2022 13:32,19/08/2022,19/08/2020 13:27,19/08/2020 13:32,00:05:28,4.9,3,50,22,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",300
TID_922,922,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,22.23162765,84.86986842,19/08/2022 12:42,22.258833,84.679293,19/08/2022 13:45,17/08/2022,19/08/2020 12:42,19/08/2020 13:45,01:03:00,4.9,3,51,22,"Rourkela - 10, Sundergarh, Odisha","Dumerjore, Sundergarh, Odisha",200
TID_923,923,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.72,77.817,19/08/2022 13:46,12.722,77.87,19/08/2022 13:50,19/08/2022,19/08/2020 13:46,19/08/2020 13:50,00:04:06,4.9,4,52,22,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",300
TID_924,924,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.839,79.954,19/08/2022 11:20,12.839,79.954,19/08/2022 11:20,19/08/2022,19/08/2020 11:20,19/08/2020 11:20,00:00:39,4.9,5,53,3,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_925,925,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.72,77.817,19/08/2022 13:27,12.722,77.87,19/08/2022 13:40,19/08/2022,19/08/2020 13:27,19/08/2020 13:40,00:13:05,4.9,1,54,23,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",250
TID_926,926,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.839,79.954,18/08/2022 17:27,12.839,79.954,18/08/2022 17:27,18/08/2022,18/08/2020 17:27,18/08/2020 17:27,00:00:35,3.9,5,55,23,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",250
TID_927,927,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,13.102,80.194,17/08/2022 20:23,11.872,79.632,17/08/2022 20:25,17/08/2022,17/08/2020 20:23,17/08/2020 20:25,00:02:45,4.3,2,56,23,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",1200
TID_928,928,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.508352,87.326459,19/08/2022 11:37,22.258833,84.679293,19/08/2022 13:45,12/08/2022,19/08/2020 11:37,19/08/2020 13:45,02:08:00,4.2,5,57,23,"Durgapur RS, Bardhaman, West Bengal","Dumerjore, Sundergarh, Odisha",300
TID_929,929,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,23.508352,87.326459,19/08/2022 11:39,22.258833,84.679293,19/08/2022 13:45,12/08/2022,19/08/2020 11:39,19/08/2020 13:45,02:06:00,4.3,1,58,23,"Durgapur RS, Bardhaman, West Bengal","Dumerjore, Sundergarh, Odisha",150
TID_930,930,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,13.102,80.194,18/08/2022 18:09,11.872,79.632,18/08/2022 18:18,18/08/2022,18/08/2020 18:09,18/08/2020 18:18,00:09:36,4.9,2,59,23,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",200
TID_931,931,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,13.102,80.194,18/08/2022 19:15,11.872,79.632,18/08/2022 19:16,18/08/2022,18/08/2020 19:15,18/08/2020 19:16,00:01:47,4.1,3,60,23,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",200
TID_932,932,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,28.373519,76.835337,18/08/2022 10:27,12.786517,79.975221,19/08/2022 13:11,14/08/2022,18/08/2020 10:27,19/08/2020 13:11,02:44:00,4.9,1,61,23,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",250
TID_933,933,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.786517,79.975221,17/08/2022 22:22,22.961777,72.094219,19/08/2022 12:47,14/08/2022,17/08/2020 22:22,19/08/2020 12:47,14:25:00,3.6,1,62,23,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Khorajnanoda, Ahmedabad, Gujarat",450
TID_934,934,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.786517,79.975221,17/08/2022 22:18,28.373519,76.835337,19/08/2022 12:56,14/08/2022,17/08/2020 22:18,19/08/2020 12:56,14:38:00,4.9,5,63,23,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Jamalpur, Gurgaon, Haryana",1100
TID_935,935,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,13.087428,80.184717,18/08/2022 15:43,18.750621,73.87719,19/08/2022 12:36,17/08/2022,18/08/2020 15:43,19/08/2020 12:36,20:53:00,4.9,5,64,23,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Shive, Pune, Maharashtra",100
TID_936,936,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.839,79.954,19/08/2022 10:18,12.839,79.954,19/08/2022 12:40,19/08/2022,19/08/2020 10:18,19/08/2020 12:40,02:22:04,3.4,5,65,23,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_937,937,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,13.087428,80.184717,18/08/2022 15:37,18.750621,73.87719,19/08/2022 12:36,14/08/2022,18/08/2020 15:37,19/08/2020 12:36,20:59:00,4.9,3,66,23,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Shive, Pune, Maharashtra",200
TID_938,938,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.839,79.954,19/08/2022 12:12,12.839,79.954,19/08/2022 12:13,19/08/2022,19/08/2020 12:12,19/08/2020 12:13,00:00:54,4.9,3,67,4,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",250
TID_939,939,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.839,79.954,19/08/2022 11:33,12.839,79.954,19/08/2022 12:15,19/08/2022,19/08/2020 11:33,19/08/2020 12:15,00:42:04,4.7,2,68,24,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",150
TID_940,940,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.839,79.954,18/08/2022 15:21,12.839,79.954,18/08/2022 15:21,18/08/2022,18/08/2020 15:21,18/08/2020 15:21,00:00:54,4.4,3,69,24,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",600
TID_941,941,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,28.373519,76.835337,18/08/2022 10:54,12.786517,79.975221,19/08/2022 12:09,16/08/2022,18/08/2020 10:54,19/08/2020 12:09,01:15:00,4.2,3,70,24,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",150
TID_942,942,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,28.129,76.818,18/08/2022 17:12,23.476,71.974,18/08/2022 17:14,18/08/2022,18/08/2020 17:12,18/08/2020 17:14,00:01:09,4.9,2,1,24,"TVSLSL-JAMALPURL-HUB,GURGAON,HARYANA","TVSLSL HUB,AHMEDABAD,GUJARAT",250
TID_943,943,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,9.973636,78.281783,04/08/2022 20:13,12.223062,76.690357,19/08/2022 11:36,04/08/2022,04/08/2020 20:13,19/08/2020 11:36,15:23:00,4.9,3,2,24,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",200
TID_944,944,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,17.701,74.002,18/08/2022 19:02,18.63,73.748,18/08/2022 19:15,18/08/2022,18/08/2020 19:02,18/08/2020 19:15,00:12:42,4.9,2,3,24,"TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA",400
TID_945,945,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.839,79.954,18/08/2022 09:30,12.839,79.954,18/08/2022 09:32,18/08/2022,18/08/2020 09:30,18/08/2020 09:32,00:01:34,3.5,1,4,24,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",1100
TID_946,946,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,13.215,80.32,13/08/2022 10:26,12.702,77.857,13/08/2022 10:27,13/08/2022,13/08/2020 10:26,13/08/2020 10:27,00:00:32,4.9,2,5,24,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PARTS-HOSUR,HOSUR,TAMIL NADU",200
TID_947,947,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,18.750621,73.87719,18/08/2022 12:13,13.087428,80.184717,19/08/2022 11:02,13/08/2022,18/08/2020 12:13,19/08/2020 11:02,22:49:00,4.9,5,6,24,"Shive, Pune, Maharashtra","Jagadambigainagar, Tiruvallur, Tamil Nadu",300
TID_948,948,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.839,79.954,18/08/2022 13:59,12.839,79.954,18/08/2022 14:00,18/08/2022,18/08/2020 13:59,18/08/2020 14:00,00:00:57,4.9,4,7,24,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",200
TID_949,949,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.751,77.804,14/08/2022 13:59,13.155,80.196,14/08/2022 14:02,14/08/2022,14/08/2020 13:59,14/08/2020 14:02,00:02:48,3.4,1,8,24,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",200
TID_950,950,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.751,77.804,14/08/2022 17:24,13.155,80.196,14/08/2022 17:25,14/08/2022,14/08/2020 17:24,14/08/2020 17:25,00:00:38,4.9,2,9,25,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",200
TID_951,951,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,28.373519,76.835337,18/08/2022 10:15,22.961777,72.094219,19/08/2022 10:41,14/08/2022,18/08/2020 10:15,19/08/2020 10:41,00:26:00,4.9,5,10,25,"Jamalpur, Gurgaon, Haryana","Khorajnanoda, Ahmedabad, Gujarat",200
TID_952,952,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,23.52526792,87.26442435,18/08/2022 18:56,22.95210237,88.4570148,19/08/2022 10:00,17/08/2022,18/08/2020 18:56,19/08/2020 10:00,15:04:00,4.9,2,11,25,"Durgapur RS, Bardhaman, West Bengal","Kataganj, Nadia, West Bengal",300
TID_953,953,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.52526792,87.26442435,18/08/2022 19:23,22.95210237,88.4570148,19/08/2022 10:00,17/08/2022,18/08/2020 19:23,19/08/2020 10:00,14:37:00,4.9,4,12,25,"Durgapur RS, Bardhaman, West Bengal","Kataganj, Nadia, West Bengal",150
TID_954,954,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.52526792,87.26442435,18/08/2022 19:25,22.95210237,88.4570148,19/08/2022 10:00,17/08/2022,18/08/2020 19:25,19/08/2020 10:00,14:35:00,4.2,5,13,25,"Durgapur RS, Bardhaman, West Bengal","Kataganj, Nadia, West Bengal",100
TID_955,955,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.52526792,87.26442435,18/08/2022 19:28,22.95210237,88.4570148,19/08/2022 10:00,17/08/2022,18/08/2020 19:28,19/08/2020 10:00,14:32:00,4,2,14,25,"Durgapur RS, Bardhaman, West Bengal","Kataganj, Nadia, West Bengal",300
TID_956,956,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,23.52526792,87.26442435,18/08/2022 19:08,22.95210237,88.4570148,19/08/2022 10:00,17/08/2022,18/08/2020 19:08,19/08/2020 10:00,14:52:00,4.5,5,15,25,"Durgapur RS, Bardhaman, West Bengal","Kataganj, Nadia, West Bengal",200
TID_957,957,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.839,79.954,18/08/2022 17:58,12.839,79.954,18/08/2022 17:59,18/08/2022,18/08/2020 17:58,18/08/2020 17:59,00:00:52,3.6,3,16,25,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_958,958,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,22.23162765,84.86986842,18/08/2022 11:10,22.258833,84.679293,19/08/2022 10:00,17/08/2022,18/08/2020 11:10,19/08/2020 10:00,22:49:50,3.9,5,17,25,"Chikatmati, Sundergarh, Odisha","Dumerjore, Sundergarh, Odisha",300
TID_959,959,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,18.750621,73.87719,19/08/2022 09:48,12.930429,79.931163,19/08/2022 10:13,14/08/2022,19/08/2020 09:48,19/08/2020 10:13,00:25:00,4,3,18,25,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",300
TID_960,960,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.72,77.817,19/08/2022 09:41,12.722,77.87,19/08/2022 09:55,19/08/2022,19/08/2020 09:41,19/08/2020 09:55,00:13:23,3.5,3,19,25,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",300
TID_961,961,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.72,77.817,19/08/2022 09:52,12.722,77.87,19/08/2022 09:55,19/08/2022,19/08/2020 09:52,19/08/2020 09:55,00:02:45,4.2,5,20,25,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",250
TID_962,962,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.839,79.954,18/08/2022 17:20,12.839,79.954,18/08/2022 17:21,18/08/2022,18/08/2020 17:20,18/08/2020 17:21,00:00:59,4.9,6,21,25,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_963,963,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,12.72,77.817,19/08/2022 09:41,12.722,77.87,19/08/2022 09:40,19/08/2022,19/08/2020 09:41,19/08/2020 09:41,00:00:00,4.9,3,22,25,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",200
TID_964,964,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,28.373519,76.835337,18/08/2022 10:39,12.786517,79.975221,19/08/2022 09:43,17/08/2022,18/08/2020 10:39,19/08/2020 09:43,23:04:00,3.5,3,23,25,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",200
TID_965,965,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.839,79.954,18/08/2022 22:11,12.839,79.954,18/08/2022 22:12,18/08/2022,18/08/2020 22:11,18/08/2020 22:12,00:00:56,3.7,4,24,25,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",150
TID_966,966,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,9.973636,78.281783,17/08/2022 19:17,12.223062,76.690357,19/08/2022 09:22,13/08/2022,17/08/2020 19:17,19/08/2020 09:22,14:05:00,4.1,3,25,25,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",99
TID_967,967,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.839,79.954,17/08/2022 14:55,12.839,79.954,17/08/2022 14:56,17/08/2022,17/08/2020 14:55,17/08/2020 14:56,00:00:48,4.9,4,26,25,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",300
TID_968,968,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,12.777,80.025,18/08/2022 09:11,12.778,80.025,18/08/2022 09:11,18/08/2022,18/08/2020 09:11,18/08/2020 09:11,00:00:56,4.3,3,27,25,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",240
TID_969,969,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.777,80.025,18/08/2022 09:12,12.778,80.025,18/08/2022 09:12,18/08/2022,18/08/2020 09:12,18/08/2020 09:12,00:00:57,3.9,1,28,25,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",200
TID_970,970,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,18.750621,73.87719,18/08/2022 14:25,12.683589,77.859239,19/08/2022 08:51,14/08/2022,18/08/2020 14:25,19/08/2020 08:51,18:26:00,4.9,2,29,25,"Shive, Pune, Maharashtra","Onnalvadi, Krishnagiri, Tamil Nadu",300
TID_971,971,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,22.961777,72.094219,18/08/2022 07:57,12.786517,79.975221,19/08/2022 08:40,14/08/2022,18/08/2020 07:57,19/08/2020 08:40,00:43:22,4.1,2,30,25,"Khorajnanoda, Ahmedabad, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu",200
